ws_id,village_id,village_name,year,month,month_name,source_type,capacity_liters_per_day,supply_liters_per_day,availability_fraction,supply_hours_per_day,availability_status,treatment_facility,daily_demand_lpd,shortfall_lpd,source
WSVLG0069M03,VLG0069,Bamni,2025,3,March,open_well,28932,5610,0.194,3.5,non-functional,N,52605,46995,JJM_synthetic
WSVLG0069M04,VLG0069,Bamni,2025,4,April,open_well,28932,5566,0.192,3.5,non-functional,N,52605,47039,JJM_synthetic
WSVLG0069M05,VLG0069,Bamni,2025,5,May,open_well,28932,1858,0.064,1.2,non-functional,N,52605,50747,JJM_synthetic
WSVLG0069M06,VLG0069,Bamni,2025,6,June,open_well,28932,15463,0.534,9.6,non-functional,N,52605,37142,JJM_synthetic
WSVLG0069M07,VLG0069,Bamni,2025,7,July,open_well,28932,18601,0.643,11.6,non-functional,N,52605,34004,JJM_synthetic
WSVLG0069M08,VLG0069,Bamni,2025,8,August,open_well,28932,14582,0.504,9.1,non-functional,N,52605,38023,JJM_synthetic
WSVLG0069M09,VLG0069,Bamni,2025,9,September,open_well,28932,17846,0.617,11.1,non-functional,N,52605,34759,JJM_synthetic
WSVLG0069M10,VLG0069,Bamni,2025,10,October,open_well,28932,10529,0.364,6.6,non-functional,N,52605,42076,JJM_synthetic
WSVLG0069M11,VLG0069,Bamni,2025,11,November,open_well,28932,9843,0.34,6.1,non-functional,N,52605,42762,JJM_synthetic
WSVLG0069M12,VLG0069,Bamni,2025,12,December,open_well,28932,10315,0.357,6.4,non-functional,N,52605,42290,JJM_synthetic
WSVLG0070M01,VLG0070,Gothangaon,2025,1,January,piped_scheme,63533,41315,0.65,11.7,stressed,Y,74745,33430,JJM_synthetic
WSVLG0070M02,VLG0070,Gothangaon,2025,2,February,piped_scheme,63533,34069,0.536,9.7,stressed,Y,74745,40676,JJM_synthetic
WSVLG0070M03,VLG0070,Gothangaon,2025,3,March,piped_scheme,63533,27992,0.441,7.9,stressed,Y,74745,46753,JJM_synthetic
WSVLG0070M04,VLG0070,Gothangaon,2025,4,April,piped_scheme,63533,21871,0.344,6.2,stressed,Y,74745,52874,JJM_synthetic
WSVLG0070M05,VLG0070,Gothangaon,2025,5,May,piped_scheme,63533,21087,0.332,6.0,stressed,Y,74745,53658,JJM_synthetic
WSVLG0070M06,VLG0070,Gothangaon,2025,6,June,piped_scheme,63533,42888,0.675,12.2,stressed,Y,74745,31857,JJM_synthetic
WSVLG0070M07,VLG0070,Gothangaon,2025,7,July,piped_scheme,63533,53738,0.846,15.2,stressed,Y,74745,21007,JJM_synthetic
WSVLG0070M08,VLG0070,Gothangaon,2025,8,August,piped_scheme,63533,48033,0.756,13.6,stressed,Y,74745,26712,JJM_synthetic
WSVLG0070M09,VLG0070,Gothangaon,2025,9,September,piped_scheme,63533,48926,0.77,13.9,stressed,Y,74745,25819,JJM_synthetic
WSVLG0070M10,VLG0070,Gothangaon,2025,10,October,piped_scheme,63533,39800,0.626,11.3,stressed,Y,74745,34945,JJM_synthetic
WSVLG0070M11,VLG0070,Gothangaon,2025,11,November,piped_scheme,63533,37215,0.586,10.5,stressed,Y,74745,37530,JJM_synthetic
WSVLG0070M12,VLG0070,Gothangaon,2025,12,December,piped_scheme,63533,38328,0.603,10.9,stressed,Y,74745,36417,JJM_synthetic
WSVLG0071M01,VLG0071,Yenwa,2025,1,January,bore_well,64746,47258,0.73,13.1,functional,N,53955,6697,JJM_synthetic
WSVLG0071M02,VLG0071,Yenwa,2025,2,February,bore_well,64746,46330,0.716,12.9,functional,N,53955,7625,JJM_synthetic
WSVLG0071M03,VLG0071,Yenwa,2025,3,March,bore_well,64746,45768,0.707,12.7,functional,N,53955,8187,JJM_synthetic
WSVLG0071M04,VLG0071,Yenwa,2025,4,April,bore_well,64746,39279,0.607,10.9,functional,N,53955,14676,JJM_synthetic
WSVLG0071M05,VLG0071,Yenwa,2025,5,May,bore_well,64746,38668,0.597,10.8,functional,N,53955,15287,JJM_synthetic
WSVLG0071M06,VLG0071,Yenwa,2025,6,June,bore_well,64746,59315,0.916,16.5,functional,N,53955,0,JJM_synthetic
WSVLG0071M07,VLG0071,Yenwa,2025,7,July,bore_well,64746,59005,0.911,16.4,functional,N,53955,0,JJM_synthetic
WSVLG0071M08,VLG0071,Yenwa,2025,8,August,bore_well,64746,59447,0.918,16.5,functional,N,53955,0,JJM_synthetic
WSVLG0071M09,VLG0071,Yenwa,2025,9,September,bore_well,64746,57243,0.884,15.9,functional,N,53955,0,JJM_synthetic
WSVLG0071M10,VLG0071,Yenwa,2025,10,October,bore_well,64746,47098,0.727,13.1,functional,N,53955,6857,JJM_synthetic
WSVLG0071M11,VLG0071,Yenwa,2025,11,November,bore_well,64746,54835,0.847,15.2,functional,N,53955,0,JJM_synthetic
WSVLG0071M12,VLG0071,Yenwa,2025,12,December,bore_well,64746,54235,0.838,15.1,functional,N,53955,0,JJM_synthetic
WSVLG0072M01,VLG0072,Sawargaon,2025,1,January,bore_well,29353,11714,0.399,7.2,non-functional,N,53370,41656,JJM_synthetic
WSVLG0072M02,VLG0072,Sawargaon,2025,2,February,bore_well,29353,6363,0.217,3.9,non-functional,N,53370,47007,JJM_synthetic
WSVLG0072M03,VLG0072,Sawargaon,2025,3,March,bore_well,29353,7331,0.25,4.5,non-functional,N,53370,46039,JJM_synthetic
WSVLG0072M04,VLG0072,Sawargaon,2025,4,April,bore_well,29353,7022,0.239,4.3,non-functional,N,53370,46348,JJM_synthetic
WSVLG0072M05,VLG0072,Sawargaon,2025,5,May,bore_well,29353,1384,0.047,0.8,non-functional,N,53370,51986,JJM_synthetic
WSVLG0072M06,VLG0072,Sawargaon,2025,6,June,bore_well,29353,17049,0.581,10.5,non-functional,N,53370,36321,JJM_synthetic
WSVLG0072M07,VLG0072,Sawargaon,2025,7,July,bore_well,29353,19080,0.65,11.7,non-functional,N,53370,34290,JJM_synthetic
WSVLG0072M08,VLG0072,Sawargaon,2025,8,August,bore_well,29353,16385,0.558,10.0,non-functional,N,53370,36985,JJM_synthetic
WSVLG0072M09,VLG0072,Sawargaon,2025,9,September,bore_well,29353,16722,0.57,10.3,non-functional,N,53370,36648,JJM_synthetic
WSVLG0072M10,VLG0072,Sawargaon,2025,10,October,bore_well,29353,12719,0.433,7.8,non-functional,N,53370,40651,JJM_synthetic
WSVLG0072M11,VLG0072,Sawargaon,2025,11,November,bore_well,29353,8687,0.296,5.3,non-functional,N,53370,44683,JJM_synthetic
WSVLG0072M12,VLG0072,Sawargaon,2025,12,December,bore_well,29353,11936,0.407,7.3,non-functional,N,53370,41434,JJM_synthetic
WSVLG0073M01,VLG0073,Mundri,2025,1,January,open_well,126306,92623,0.733,13.2,functional,N,105255,12632,JJM_synthetic
WSVLG0073M02,VLG0073,Mundri,2025,2,February,open_well,126306,87177,0.69,12.4,functional,N,105255,18078,JJM_synthetic
WSVLG0073M03,VLG0073,Mundri,2025,3,March,open_well,126306,86578,0.685,12.3,functional,N,105255,18677,JJM_synthetic
WSVLG0073M04,VLG0073,Mundri,2025,4,April,open_well,126306,75911,0.601,10.8,functional,N,105255,29344,JJM_synthetic
WSVLG0073M05,VLG0073,Mundri,2025,5,May,open_well,126306,65847,0.521,9.4,functional,N,105255,39408,JJM_synthetic
WSVLG0073M06,VLG0073,Mundri,2025,6,June,open_well,126306,117765,0.932,16.8,functional,N,105255,0,JJM_synthetic
WSVLG0073M07,VLG0073,Mundri,2025,7,July,open_well,126306,122672,0.971,17.5,functional,N,105255,0,JJM_synthetic
WSVLG0073M08,VLG0073,Mundri,2025,8,August,open_well,126306,124326,0.984,17.7,functional,N,105255,0,JJM_synthetic
WSVLG0073M09,VLG0073,Mundri,2025,9,September,open_well,126306,110527,0.875,15.8,functional,N,105255,0,JJM_synthetic
WSVLG0073M10,VLG0073,Mundri,2025,10,October,open_well,126306,106615,0.844,15.2,functional,N,105255,0,JJM_synthetic
WSVLG0073M11,VLG0073,Mundri,2025,11,November,open_well,126306,96267,0.762,13.7,functional,N,105255,8988,JJM_synthetic
WSVLG0073M12,VLG0073,Mundri,2025,12,December,open_well,126306,113947,0.902,16.2,functional,N,105255,0,JJM_synthetic
WSVLG0074M01,VLG0074,Kalmeshwar,2025,1,January,bore_well,61659,34991,0.567,10.2,stressed,N,72540,37549,JJM_synthetic
WSVLG0074M02,VLG0074,Kalmeshwar,2025,2,February,bore_well,61659,37255,0.604,10.9,stressed,N,72540,35285,JJM_synthetic
WSVLG0074M03,VLG0074,Kalmeshwar,2025,3,March,bore_well,61659,27832,0.451,8.1,stressed,N,72540,44708,JJM_synthetic
WSVLG0074M04,VLG0074,Kalmeshwar,2025,4,April,bore_well,61659,20037,0.325,5.8,stressed,N,72540,52503,JJM_synthetic
WSVLG0074M05,VLG0074,Kalmeshwar,2025,5,May,bore_well,61659,21871,0.355,6.4,stressed,N,72540,50669,JJM_synthetic
WSVLG0074M06,VLG0074,Kalmeshwar,2025,6,June,bore_well,61659,46554,0.755,13.6,stressed,N,72540,25986,JJM_synthetic
WSVLG0074M07,VLG0074,Kalmeshwar,2025,7,July,bore_well,61659,52659,0.854,15.4,stressed,N,72540,19881,JJM_synthetic
WSVLG0074M08,VLG0074,Kalmeshwar,2025,8,August,bore_well,61659,52345,0.849,15.3,stressed,N,72540,20195,JJM_synthetic
WSVLG0074M09,VLG0074,Kalmeshwar,2025,9,September,bore_well,61659,45228,0.734,13.2,stressed,N,72540,27312,JJM_synthetic
WSVLG0074M10,VLG0074,Kalmeshwar,2025,10,October,bore_well,61659,36767,0.596,10.7,stressed,N,72540,35773,JJM_synthetic
WSVLG0074M11,VLG0074,Kalmeshwar,2025,11,November,bore_well,61659,36935,0.599,10.8,stressed,N,72540,35605,JJM_synthetic
WSVLG0074M12,VLG0074,Kalmeshwar,2025,12,December,bore_well,61659,36997,0.6,10.8,stressed,N,72540,35543,JJM_synthetic
WSVLG0075M01,VLG0075,Shivani,2025,1,January,surface_water,19651,7416,0.377,6.8,non-functional,N,35730,28314,JJM_synthetic
WSVLG0075M02,VLG0075,Shivani,2025,2,February,surface_water,19651,3809,0.194,3.5,non-functional,N,35730,31921,JJM_synthetic
WSVLG0075M03,VLG0075,Shivani,2025,3,March,surface_water,19651,4281,0.218,3.9,non-functional,N,35730,31449,JJM_synthetic
WSVLG0075M04,VLG0075,Shivani,2025,4,April,surface_water,19651,2445,0.124,2.2,non-functional,N,35730,33285,JJM_synthetic
WSVLG0075M05,VLG0075,Shivani,2025,5,May,surface_water,19651,3264,0.166,3.0,non-functional,N,35730,32466,JJM_synthetic
WSVLG0075M06,VLG0075,Shivani,2025,6,June,surface_water,19651,11297,0.575,10.3,non-functional,N,35730,24433,JJM_synthetic
WSVLG0075M07,VLG0075,Shivani,2025,7,July,surface_water,19651,12961,0.66,11.9,non-functional,N,35730,22769,JJM_synthetic
WSVLG0075M08,VLG0075,Shivani,2025,8,August,surface_water,19651,12565,0.639,11.5,non-functional,N,35730,23165,JJM_synthetic
WSVLG0075M09,VLG0075,Shivani,2025,9,September,surface_water,19651,10023,0.51,9.2,non-functional,N,35730,25707,JJM_synthetic
WSVLG0075M10,VLG0075,Shivani,2025,10,October,surface_water,19651,9136,0.465,8.4,non-functional,N,35730,26594,JJM_synthetic
WSVLG0075M11,VLG0075,Shivani,2025,11,November,surface_water,19651,7853,0.4,7.2,non-functional,N,35730,27877,JJM_synthetic
WSVLG0075M12,VLG0075,Shivani,2025,12,December,surface_water,19651,7383,0.376,6.8,non-functional,N,35730,28347,JJM_synthetic
WSVLG0076M01,VLG0076,Ladgaon,2025,1,January,surface_water,64368,55589,0.864,15.5,functional,N,53640,0,JJM_synthetic
WSVLG0076M02,VLG0076,Ladgaon,2025,2,February,surface_water,64368,46810,0.727,13.1,functional,N,53640,6830,JJM_synthetic
WSVLG0076M03,VLG0076,Ladgaon,2025,3,March,surface_water,64368,41717,0.648,11.7,functional,N,53640,11923,JJM_synthetic
WSVLG0076M04,VLG0076,Ladgaon,2025,4,April,surface_water,64368,38726,0.602,10.8,functional,N,53640,14914,JJM_synthetic
WSVLG0076M05,VLG0076,Ladgaon,2025,5,May,surface_water,64368,36522,0.567,10.2,functional,N,53640,17118,JJM_synthetic
WSVLG0076M06,VLG0076,Ladgaon,2025,6,June,surface_water,64368,56916,0.884,15.9,functional,N,53640,0,JJM_synthetic
WSVLG0076M07,VLG0076,Ladgaon,2025,7,July,surface_water,64368,62534,0.972,17.5,functional,N,53640,0,JJM_synthetic
WSVLG0076M08,VLG0076,Ladgaon,2025,8,August,surface_water,64368,61938,0.962,17.3,functional,N,53640,0,JJM_synthetic
WSVLG0076M09,VLG0076,Ladgaon,2025,9,September,surface_water,64368,54073,0.84,15.1,functional,N,53640,0,JJM_synthetic
WSVLG0076M10,VLG0076,Ladgaon,2025,10,October,surface_water,64368,54117,0.841,15.1,functional,N,53640,0,JJM_synthetic
WSVLG0076M11,VLG0076,Ladgaon,2025,11,November,surface_water,64368,52430,0.815,14.7,functional,N,53640,1210,JJM_synthetic
WSVLG0076M12,VLG0076,Ladgaon,2025,12,December,surface_water,64368,53223,0.827,14.9,functional,N,53640,417,JJM_synthetic
WSVLG0077M01,VLG0077,Bhisi,2025,1,January,bore_well,112536,95217,0.846,15.2,functional,N,93780,0,JJM_synthetic
WSVLG0077M02,VLG0077,Bhisi,2025,2,February,bore_well,112536,78921,0.701,12.6,functional,N,93780,14859,JJM_synthetic
WSVLG0077M03,VLG0077,Bhisi,2025,3,March,bore_well,112536,78630,0.699,12.6,functional,N,93780,15150,JJM_synthetic
WSVLG0077M04,VLG0077,Bhisi,2025,4,April,bore_well,112536,62253,0.553,10.0,functional,N,93780,31527,JJM_synthetic
WSVLG0077M05,VLG0077,Bhisi,2025,5,May,bore_well,112536,56879,0.505,9.1,functional,N,93780,36901,JJM_synthetic
WSVLG0077M06,VLG0077,Bhisi,2025,6,June,bore_well,112536,98442,0.875,15.7,functional,N,93780,0,JJM_synthetic
WSVLG0077M07,VLG0077,Bhisi,2025,7,July,bore_well,112536,102668,0.912,16.4,functional,N,93780,0,JJM_synthetic
WSVLG0077M08,VLG0077,Bhisi,2025,8,August,bore_well,112536,104442,0.928,16.7,functional,N,93780,0,JJM_synthetic
WSVLG0077M09,VLG0077,Bhisi,2025,9,September,bore_well,112536,98067,0.871,15.7,functional,N,93780,0,JJM_synthetic
WSVLG0077M10,VLG0077,Bhisi,2025,10,October,bore_well,112536,96047,0.853,15.4,functional,N,93780,0,JJM_synthetic
WSVLG0077M11,VLG0077,Bhisi,2025,11,November,bore_well,112536,86332,0.767,13.8,functional,N,93780,7448,JJM_synthetic
WSVLG0077M12,VLG0077,Bhisi,2025,12,December,bore_well,112536,85141,0.757,13.6,functional,N,93780,8639,JJM_synthetic
WSVLG0078M01,VLG0078,Pimpalwada,2025,1,January,open_well,47736,30818,0.646,11.6,stressed,N,56160,25342,JJM_synthetic
WSVLG0078M02,VLG0078,Pimpalwada,2025,2,February,open_well,47736,23224,0.487,8.8,stressed,N,56160,32936,JJM_synthetic
WSVLG0078M03,VLG0078,Pimpalwada,2025,3,March,open_well,47736,21369,0.448,8.1,stressed,N,56160,34791,JJM_synthetic
WSVLG0078M04,VLG0078,Pimpalwada,2025,4,April,open_well,47736,18992,0.398,7.2,stressed,N,56160,37168,JJM_synthetic
WSVLG0078M05,VLG0078,Pimpalwada,2025,5,May,open_well,47736,14701,0.308,5.5,stressed,N,56160,41459,JJM_synthetic
WSVLG0078M06,VLG0078,Pimpalwada,2025,6,June,open_well,47736,37891,0.794,14.3,stressed,N,56160,18269,JJM_synthetic
WSVLG0078M07,VLG0078,Pimpalwada,2025,7,July,open_well,47736,40058,0.839,15.1,stressed,N,56160,16102,JJM_synthetic
WSVLG0078M08,VLG0078,Pimpalwada,2025,8,August,open_well,47736,36544,0.766,13.8,stressed,N,56160,19616,JJM_synthetic
WSVLG0078M09,VLG0078,Pimpalwada,2025,9,September,open_well,47736,38529,0.807,14.5,stressed,N,56160,17631,JJM_synthetic
WSVLG0078M10,VLG0078,Pimpalwada,2025,10,October,open_well,47736,29967,0.628,11.3,stressed,N,56160,26193,JJM_synthetic
WSVLG0078M11,VLG0078,Pimpalwada,2025,11,November,open_well,47736,26450,0.554,10.0,stressed,N,56160,29710,JJM_synthetic
WSVLG0078M12,VLG0078,Pimpalwada,2025,12,December,open_well,47736,30482,0.639,11.5,stressed,N,56160,25678,JJM_synthetic
WSVLG0079M01,VLG0079,Koradi,2025,1,January,surface_water,43146,26318,0.61,11.0,stressed,N,50760,24442,JJM_synthetic
WSVLG0079M02,VLG0079,Koradi,2025,2,February,surface_water,43146,23124,0.536,9.6,stressed,N,50760,27636,JJM_synthetic
WSVLG0079M03,VLG0079,Koradi,2025,3,March,surface_water,43146,23716,0.55,9.9,stressed,N,50760,27044,JJM_synthetic
WSVLG0079M04,VLG0079,Koradi,2025,4,April,surface_water,43146,15920,0.369,6.6,stressed,N,50760,34840,JJM_synthetic
WSVLG0079M05,VLG0079,Koradi,2025,5,May,surface_water,43146,12395,0.287,5.2,stressed,N,50760,38365,JJM_synthetic
WSVLG0079M06,VLG0079,Koradi,2025,6,June,surface_water,43146,32560,0.755,13.6,stressed,N,50760,18200,JJM_synthetic
WSVLG0079M07,VLG0079,Koradi,2025,7,July,surface_water,43146,37228,0.863,15.5,stressed,N,50760,13532,JJM_synthetic
WSVLG0079M08,VLG0079,Koradi,2025,8,August,surface_water,43146,31916,0.74,13.3,stressed,N,50760,18844,JJM_synthetic
WSVLG0079M09,VLG0079,Koradi,2025,9,September,surface_water,43146,27672,0.641,11.5,stressed,N,50760,23088,JJM_synthetic
WSVLG0079M10,VLG0079,Koradi,2025,10,October,surface_water,43146,25737,0.597,10.7,stressed,N,50760,25023,JJM_synthetic
WSVLG0079M11,VLG0079,Koradi,2025,11,November,surface_water,43146,21341,0.495,8.9,stressed,N,50760,29419,JJM_synthetic
WSVLG0079M12,VLG0079,Koradi,2025,12,December,surface_water,43146,25154,0.583,10.5,stressed,N,50760,25606,JJM_synthetic
WSVLG0080M01,VLG0080,Navegaon,2025,1,January,surface_water,153216,148634,0.97,17.5,functional,N,95760,0,JJM_synthetic
WSVLG0080M02,VLG0080,Navegaon,2025,2,February,surface_water,153216,132435,0.864,15.6,functional,N,95760,0,JJM_synthetic
WSVLG0080M03,VLG0080,Navegaon,2025,3,March,surface_water,153216,126085,0.823,14.8,functional,N,95760,0,JJM_synthetic
WSVLG0080M04,VLG0080,Navegaon,2025,4,April,surface_water,153216,130658,0.853,15.3,functional,N,95760,0,JJM_synthetic
WSVLG0080M05,VLG0080,Navegaon,2025,5,May,surface_water,153216,130923,0.855,15.4,functional,N,95760,0,JJM_synthetic
WSVLG0080M06,VLG0080,Navegaon,2025,6,June,surface_water,153216,139763,0.912,16.4,functional,N,95760,0,JJM_synthetic
WSVLG0080M07,VLG0080,Navegaon,2025,7,July,surface_water,153216,153216,1.0,18.0,functional,N,95760,0,JJM_synthetic
WSVLG0080M08,VLG0080,Navegaon,2025,8,August,surface_water,153216,153216,1.0,18.0,functional,N,95760,0,JJM_synthetic
WSVLG0080M09,VLG0080,Navegaon,2025,9,September,surface_water,153216,153216,1.0,18.0,functional,N,95760,0,JJM_synthetic
WSVLG0080M10,VLG0080,Navegaon,2025,10,October,surface_water,153216,151490,0.989,17.8,functional,N,95760,0,JJM_synthetic
WSVLG0080M11,VLG0080,Navegaon,2025,11,November,surface_water,153216,153216,1.0,18.0,functional,N,95760,0,JJM_synthetic
WSVLG0080M12,VLG0080,Navegaon,2025,12,December,surface_water,153216,144905,0.946,17.0,functional,N,95760,0,JJM_synthetic
